run_id,status,commit,config_sha256,data_sha256,skill_sha256,task,domain,model_family,model,method,library_size,token_budget,top_k,declared_seed,replicate_id,started_at,finished_at,result_path,result_sha256,result_fingerprint,independent,notes
targetS_greedy_util_rep43,historical-audited,221dbb59a534a06d267f47a9e727476e4aa4bda9,bdc23beeeccfe42cc977de5c03a8d89a0271ba09e50e3fc4d79323a4a923e041,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen-flash,Greedy-Utility,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetS/jos_formal_greedy_util_rep43.json,716420e9450afb8096236c9c07e8888349ec551141f2fac77c73c11bd416592d,fb8eab83b103582abb4d9737dd3ca75a380ede16802739c9aa3d5edf251cf43d,true,condition=targetS; seed recovered from manifest
targetS_greedy_util_rep44,historical-audited,221dbb59a534a06d267f47a9e727476e4aa4bda9,bdc23beeeccfe42cc977de5c03a8d89a0271ba09e50e3fc4d79323a4a923e041,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen-flash,Greedy-Utility,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetS/jos_formal_greedy_util_rep44.json,376da39ec14b41f49caeadf7ea7673ae8faed76c7e9ac9ed4ee30c6bedd1ca4a,422943e78ee959d2d94890bde48149f4a2843bc3c2a896079c1082fe751e9328,true,condition=targetS; seed recovered from manifest
targetL_anthropic_bm25_rep42,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,f0f9e17cc9186921c0b8c267f6eac2635db17ad6a5fb703dea9699614606a105,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,BM25,8,2000,5,42,seed42,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_bm25_targetL_rep42.json,75f6abac8235d91b9410008cec73026a6464c5d5367ca89de9f7eb0d2af89b2b,b2a75f4a67ae96748510fecc3801596a6a8bdc21a17229a4bd38874432ec9f49,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_bm25_rep43,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,f0f9e17cc9186921c0b8c267f6eac2635db17ad6a5fb703dea9699614606a105,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,BM25,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_bm25_targetL_rep43.json,f8d75b3ca2852eeeda083b90499be867e1e6729dd6d8ea6117dcf0568e66b46f,741a49e842b471fc48771c1d0bebaa72fb50d09f57c1713ce845fc4b8f2194af,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_bm25_rep44,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,f0f9e17cc9186921c0b8c267f6eac2635db17ad6a5fb703dea9699614606a105,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,BM25,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_bm25_targetL_rep44.json,fdd3c7a4436ad317a2ee8d171154f5c66463a0c40888c9aa56e694a362601981,ef8f4f132aa92cdaa4b92edcf8b7701204cf50ac7e40f7614e608874fd698541,true,condition=targetL_anthropic; seed recovered from manifest
targetL_seed42,historical-audited,be9790e430e1e173f2debfcf997116da72adff06,b27e912a76178699db3df30f10db7560167ac571685047d8bb032ec08e691da6,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,42,seed42,,,artifacts/jos_experiment_v1/targetL/jos_formal_targetL_seed42_enriched.json,d24ab9e270f80524cbf9ed360d0a263976735ce777ebaa11fccf43b8bf1e3378,920fe2d77407f9fec1cb633f6465459ad6206811018338cfa90475a006fcea89,true,canonical formal artifact
targetL_seed43,historical-audited,be9790e430e1e173f2debfcf997116da72adff06,0814e110ce3cead04e69e71fe8c9e5e8d5d6a5baa270e8cfbf406923374a8db7,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetL/jos_formal_targetL_seed43_enriched.json,4563dde417d79ff753ba758f7517c87c39ca6e2ca0fbb17e7eddea2721f0ad39,37c822708cf865a1f90b711c23a89a2700c59a83e42acc0b123e23d612d786d4,true,canonical formal artifact
targetL_anthropic_greedy_cold_rep43,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,3d62c7991a9851779138ace6fb4f593aca3be58db585dd565affb6bc7288c94e,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Greedy-Cold,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_greedy_cold_targetL_rep43.json,b7c0e94ba8ae133f5d978f42b739ffdd838f50732e07fc12303b29ff44d1be31,c6a304dbdf722f83275b32017105f615e9cc6740fb34486eebd97f719bb79c12,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_greedy_cold_rep44,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,3d62c7991a9851779138ace6fb4f593aca3be58db585dd565affb6bc7288c94e,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Greedy-Cold,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_greedy_cold_targetL_rep44.json,da0cda530b54be724e5cd58dc54b7203fef52725679b797cebba8e0ef33f627b,ab21b50bca26083ee2fc2178623e61c2b988b5f64f9da751c219df3849744a7e,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_greedy_util_rep43,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,f3df1c52a5b2ed4efad7338216fc74528649bb2f4a0fa6df2ede048c123cf67f,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Greedy-Utility,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_greedy_util_targetL_rep43.json,703a5776481c45b39650edffafee3b42d50f2ef73f54dc2852b9ed11ab2c8c2c,3304518fb17f50f13ceefff006bda20e916b80f22cadd17aa58c0c35a1a684cb,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_greedy_util_rep44,historical-audited,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,f3df1c52a5b2ed4efad7338216fc74528649bb2f4a0fa6df2ede048c123cf67f,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Greedy-Utility,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_greedy_util_targetL_rep44.json,aaa92e2efcb97185f294641c2aca533ac3baea5d260e6ae94d204b406329de47,4fcc08d8c34fa4a1e872661e627bb006f340f265640526c6d43b20e0b0dcafa1,true,condition=targetL_anthropic; seed recovered from manifest
targetL_anthropic_formal_rep42,historical-auxiliary,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,16d0c8576745177deb14b4ef960192277e0ef36fe278efc85632c8f99f8a5f8f,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,42,seed42,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_targetL_rep42.json,82230078bed3346fe971c043c4acc4f0fa296176876b4a8ac9458d1843ee67dd,3bdd1ad579e487edda7d370a5bd61dfa976205bf1bacccfb16a627ad1cbdd8b3,true,condition=targetL_anthropic; excluded from canonical table
targetL_anthropic_formal_rep43,historical-auxiliary,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,667f7f4ad38db4652237a234039dd2bfab00605d087fbb13591a0d3af90ea091,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,43,seed43,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_targetL_rep43.json,780ce1fe039e1f87a45205e29b529515aa63169b46cef8b5eaa47ed1dc3b5bb4,6071d0dafa0b4294e743e7928a2ea3a30f379176c0364853df5058ff391dfab0,true,condition=targetL_anthropic; excluded from canonical table
targetL_anthropic_formal_rep44,historical-auxiliary,6f7840c1f6dc11a4cac5b2fd1ab9d7ca035639c8,a0aed94581d40273e6b752f55704f7077e00189b7bf637d5849e6aa6574a977b,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetL_anthropic/jos_formal_targetL_rep44.json,dea4384ff4a14d9927c9f212ad38c3bc1d1a668605e842fb24d6da016e9597be,c6d41c3ad29a2e9cac1e51df8418198d3e7fa4fca190f8ef37cc87cc782809f5,true,condition=targetL_anthropic; excluded from canonical table
targetL_seed44,historical-excluded-copy,be9790e430e1e173f2debfcf997116da72adff06,edab24cacb2ca89f3ae7f7f5000be1a0061d835792994401275c737df5f32b50,a2a053e848d154d74b962d39b4ee662a4832d83ea05eb5af14f9af70fff9fea0,815b13fc116414ed1101b210748a0f0d5ee50bf030a2ea5eee1efa346659ee7c,SearchQA,open-domain QA,Qwen,qwen3.6-flash,Core Only+TF-IDF Top-5+MOAR,8,2000,5,44,seed44,,,artifacts/jos_experiment_v1/targetL/jos_formal_targetL_seed44_enriched.json,162edb0b53673ecaf26311a7bc3f193ab91a83a888e3c12e914f98d5332c77c1,920fe2d77407f9fec1cb633f6465459ad6206811018338cfa90475a006fcea89,false,copied output; excluded from statistics
